"","category_intercell_source","source_genesymbol","target_genesymbol"
"1171","ecm","LAMA1","ITGA6"
"1172","ecm","LAMA1","ITGB1"
"1173","ecm","LAMA1","ITGA3"
"1174","ecm","LAMA1","ITGB1"
"1175","ecm","LAMA1","ITGA7"
"1176","ecm","LAMA1","ITGB1"
"1177","ecm","LAMA1","ITGA9"
"1178","ecm","LAMA1","ITGB1"
"1179","ecm","LAMA1","ITGAV"
"1180","ecm","LAMA1","ITGB8"
"1181","ecm","LAMA1","ITGA6"
"1182","ecm","LAMA1","ITGB4"
"1183","ecm","LAMA1","RPSA"
"1184","ecm","LAMA1","CD44"
"1185","ecm","LAMA1","SDC2"
"1186","ecm","LAMA1","GPC1"
"1187","ecm","LAMA1","ITGA1"
"1188","ecm","LAMA1","DAG1"
"1189","ecm","COL4A5","ITGA10"
"1190","ecm","COL4A5","ITGB1"
"1191","ecm","COL4A5","ITGA2"
"1192","ecm","COL4A5","ITGB1"
"1193","ecm","COL4A5","ITGA3"
"1194","ecm","COL4A5","ITGB1"
"1195","ecm","COL4A5","ITGA1"
"1196","ecm","COL4A5","ITGB1"
"1197","ecm","COL4A5","ITGA9"
"1198","ecm","COL4A5","ITGB1"
"1199","ecm","COL4A5","ITGA11"
"1200","ecm","COL4A5","ITGB1"
"1201","ecm","COL4A5","ITGAV"
"1202","ecm","COL4A5","ITGB8"
"1203","ecm","COL4A5","CD44"
"1204","ecm","COL4A5","SDC1"
"1205","ecm","COL4A5","CD47"
"1206","ecm","COL4A5","GP6"
"1207","ecm","COL4A5","CD93"
"1208","ecm","THBS2","ITGAV"
"1209","ecm","THBS2","ITGB3"
"1210","ecm","THBS2","ITGA3"
"1211","ecm","THBS2","ITGB1"
"1212","ecm","THBS2","ITGA4"
"1213","ecm","THBS2","CD36"
"1214","ecm","THBS2","SDC1"
"1215","ecm","THBS2","ITGA6"
"1216","ecm","THBS2","CD47"
"1217","ecm","THBS2","NOTCH4"
"1218","ecm","THBS2","NOTCH3"
"1219","ecm","THBS4","ITGAV"
"1220","ecm","THBS4","ITGB3"
"1221","ecm","THBS4","ITGA3"
"1222","ecm","THBS4","ITGB1"
"1223","ecm","THBS4","CD36"
"1224","ecm","THBS4","SDC1"
"1225","ecm","THBS4","CD47"
"1226","ecm","THBS3","ITGAV"
"1227","ecm","THBS3","ITGB3"
"1228","ecm","THBS3","ITGA3"
"1229","ecm","THBS3","ITGB1"
"1230","ecm","COMP","ITGAV"
"1231","ecm","COMP","ITGB3"
"1232","ecm","COMP","ITGA3"
"1233","ecm","COMP","ITGB1"
"1234","ecm","COMP","ITGA5"
"1235","ecm","COMP","CD36"
"1236","ecm","COMP","SDC1"
"1237","ecm","COMP","CD47"
"1238","ecm","COL4A4","ITGA10"
"1239","ecm","COL4A4","ITGB1"
"1240","ecm","COL4A4","ITGA2"
"1241","ecm","COL4A4","ITGB1"
"1242","ecm","COL4A4","ITGA3"
"1243","ecm","COL4A4","ITGB1"
"1244","ecm","COL4A4","ITGA1"
"1245","ecm","COL4A4","ITGB1"
"1246","ecm","COL4A4","ITGA9"
"1247","ecm","COL4A4","ITGB1"
"1248","ecm","COL4A4","ITGA11"
"1249","ecm","COL4A4","ITGB1"
"1250","ecm","COL4A4","ITGAV"
"1251","ecm","COL4A4","ITGB8"
"1252","ecm","COL4A4","ITGB3"
"1253","ecm","COL4A4","CD44"
"1254","ecm","COL4A4","SDC1"
"1255","ecm","COL4A4","CD47"
"1256","ecm","COL4A4","GP6"
"1257","ecm","COL4A4","CD93"
"1258","ecm","LAMB2","ITGA2"
"1259","ecm","LAMB2","ITGB1"
"1260","ecm","LAMB2","ITGA6"
"1261","ecm","LAMB2","ITGB1"
"1262","ecm","LAMB2","ITGA3"
"1263","ecm","LAMB2","ITGB1"
"1264","ecm","LAMB2","ITGA7"
"1265","ecm","LAMB2","ITGB1"
"1266","ecm","LAMB2","ITGA9"
"1267","ecm","LAMB2","ITGB1"
"1268","ecm","LAMB2","ITGAV"
"1269","ecm","LAMB2","ITGB8"
"1270","ecm","LAMB2","ITGA6"
"1271","ecm","LAMB2","ITGB4"
"1272","ecm","LAMB2","RPSA"
"1273","ecm","LAMB2","CD44"
"1274","ecm","LAMB2","DAG1"
"1275","ecm","RELN","ITGA3"
"1276","ecm","RELN","ITGB1"
"1277","ecm","RELN","VLDLR"
"1278","ecm","RELN","LRP8"
"1279","ecm","HSPG2","ITGB1"
"1280","ecm","HSPG2","FGFR1"
"1281","ecm","HSPG2","ITGA2"
"1282","ecm","HSPG2","SDC1"
"1283","ecm","HSPG2","LRP2"
"1284","ecm","HSPG2","LRP1"
"1285","ecm","HSPG2","PTPRS"
"1286","ecm","HSPG2","DAG1"
"1287","ecm","COL4A3","ITGA10"
"1288","ecm","COL4A3","ITGB1"
"1289","ecm","COL4A3","ITGA2"
"1290","ecm","COL4A3","ITGB1"
"1291","ecm","COL4A3","ITGA3"
"1292","ecm","COL4A3","ITGB1"
"1293","ecm","COL4A3","ITGA1"
"1294","ecm","COL4A3","ITGB1"
"1295","ecm","COL4A3","ITGA9"
"1296","ecm","COL4A3","ITGB1"
"1297","ecm","COL4A3","ITGA11"
"1298","ecm","COL4A3","ITGB1"
"1299","ecm","COL4A3","ITGAV"
"1300","ecm","COL4A3","ITGB8"
"1301","ecm","COL4A3","ITGB3"
"1302","ecm","COL4A3","CD44"
"1303","ecm","COL4A3","SDC1"
"1304","ecm","COL4A3","CD47"
"1305","ecm","COL4A3","GP6"
"1306","ecm","COL4A3","CD93"
"1307","ecm","DMP1","ITGAV"
"1308","ecm","DMP1","ITGB3"
"1309","ecm","LAMB3","ITGA2"
"1310","ecm","LAMB3","ITGB1"
"1311","ecm","LAMB3","ITGA6"
"1312","ecm","LAMB3","ITGB1"
"1313","ecm","LAMB3","ITGA3"
"1314","ecm","LAMB3","ITGB1"
"1315","ecm","LAMB3","ITGA7"
"1316","ecm","LAMB3","ITGB1"
"1317","ecm","LAMB3","ITGA9"
"1318","ecm","LAMB3","ITGB1"
"1319","ecm","LAMB3","ITGAV"
"1320","ecm","LAMB3","ITGB8"
"1321","ecm","LAMB3","ITGA6"
"1322","ecm","LAMB3","ITGB4"
"1323","ecm","LAMB3","CD44"
"1324","ecm","LAMB3","DAG1"
"1325","ecm","LAMC2","ITGA2"
"1326","ecm","LAMC2","ITGB1"
"1327","ecm","LAMC2","ITGA6"
"1328","ecm","LAMC2","ITGB1"
"1329","ecm","LAMC2","ITGA3"
"1330","ecm","LAMC2","ITGB1"
"1331","ecm","LAMC2","ITGA7"
"1332","ecm","LAMC2","ITGB1"
"1333","ecm","LAMC2","ITGA9"
"1334","ecm","LAMC2","ITGB1"
"1335","ecm","LAMC2","ITGAV"
"1336","ecm","LAMC2","ITGB8"
"1337","ecm","LAMC2","ITGA6"
"1338","ecm","LAMC2","ITGB4"
"1339","ecm","LAMC2","CD44"
"1340","ecm","LAMC2","DAG1"
"1341","ecm","COL4A6","ITGA10"
"1342","ecm","COL4A6","ITGB1"
"1343","ecm","COL4A6","ITGA2"
"1344","ecm","COL4A6","ITGB1"
"1345","ecm","COL4A6","ITGA3"
"1346","ecm","COL4A6","ITGB1"
"1347","ecm","COL4A6","ITGA1"
"1348","ecm","COL4A6","ITGB1"
"1349","ecm","COL4A6","ITGA9"
"1350","ecm","COL4A6","ITGB1"
"1351","ecm","COL4A6","ITGA11"
"1352","ecm","COL4A6","ITGB1"
"1353","ecm","COL4A6","ITGAV"
"1354","ecm","COL4A6","ITGB8"
"1355","ecm","COL4A6","CD44"
"1356","ecm","COL4A6","SDC1"
"1357","ecm","COL4A6","CD47"
"1358","ecm","COL4A6","GP6"
"1359","ecm","COL4A6","CD93"
"1360","ecm","COL9A3","ITGA10"
"1361","ecm","COL9A3","ITGB1"
"1362","ecm","COL9A3","ITGA2"
"1363","ecm","COL9A3","ITGB1"
"1364","ecm","COL9A3","ITGA3"
"1365","ecm","COL9A3","ITGB1"
"1366","ecm","COL9A3","ITGA1"
"1367","ecm","COL9A3","ITGB1"
"1368","ecm","COL9A3","ITGA9"
"1369","ecm","COL9A3","ITGB1"
"1370","ecm","COL9A3","ITGA11"
"1371","ecm","COL9A3","ITGB1"
"1372","ecm","COL9A3","ITGAV"
"1373","ecm","COL9A3","ITGB8"
"1374","ecm","COL9A3","CD44"
"1375","ecm","COL9A3","SDC1"
"1376","ecm","COL9A3","GP6"
"1377","ecm","COL9A2","ITGA10"
"1378","ecm","COL9A2","ITGB1"
"1379","ecm","COL9A2","ITGA2"
"1380","ecm","COL9A2","ITGB1"
"1381","ecm","COL9A2","ITGA3"
"1382","ecm","COL9A2","ITGB1"
"1383","ecm","COL9A2","ITGA1"
"1384","ecm","COL9A2","ITGB1"
"1385","ecm","COL9A2","ITGA9"
"1386","ecm","COL9A2","ITGB1"
"1387","ecm","COL9A2","ITGA11"
"1388","ecm","COL9A2","ITGB1"
"1389","ecm","COL9A2","ITGAV"
"1390","ecm","COL9A2","ITGB8"
"1391","ecm","COL9A2","CD44"
"1392","ecm","COL9A2","SDC1"
"1393","ecm","COL9A2","GP6"
"1394","ecm","LAMA4","ITGA2"
"1395","ecm","LAMA4","ITGB1"
"1396","ecm","LAMA4","ITGA6"
"1397","ecm","LAMA4","ITGB1"
"1398","ecm","LAMA4","ITGA3"
"1399","ecm","LAMA4","ITGB1"
"1400","ecm","LAMA4","ITGA7"
"1401","ecm","LAMA4","ITGB1"
"1402","ecm","LAMA4","ITGA9"
"1403","ecm","LAMA4","ITGB1"
"1404","ecm","LAMA4","ITGAV"
"1405","ecm","LAMA4","ITGB8"
"1406","ecm","LAMA4","ITGA6"
"1407","ecm","LAMA4","ITGB4"
"1408","ecm","LAMA4","CD44"
"1409","ecm","LAMA4","DAG1"
"1410","ecm","LAMA3","ITGA2"
"1411","ecm","LAMA3","ITGB1"
"1412","ecm","LAMA3","ITGA6"
"1413","ecm","LAMA3","ITGB1"
"1414","ecm","LAMA3","ITGA3"
"1415","ecm","LAMA3","ITGB1"
"1416","ecm","LAMA3","ITGA7"
"1417","ecm","LAMA3","ITGB1"
"1418","ecm","LAMA3","ITGA9"
"1419","ecm","LAMA3","ITGB1"
"1420","ecm","LAMA3","ITGAV"
"1421","ecm","LAMA3","ITGB8"
"1422","ecm","LAMA3","ITGA6"
"1423","ecm","LAMA3","ITGB4"
"1424","ecm","LAMA3","CD44"
"1425","ecm","LAMA3","SDC2"
"1426","ecm","LAMA3","DAG1"
"1427","ecm","TNR","ITGAV"
"1428","ecm","TNR","ITGB3"
"1429","ecm","TNR","ITGA2B"
"1430","ecm","TNR","ITGB3"
"1431","ecm","TNR","ITGA8"
"1432","ecm","TNR","ITGB1"
"1433","ecm","TNR","ITGA9"
"1434","ecm","TNR","ITGB1"
"1435","ecm","TNR","ITGAV"
"1436","ecm","TNR","ITGB6"
"1437","ecm","TNR","SDC1"
"1438","ecm","DSPP","ITGAV"
"1439","ecm","DSPP","ITGB1"
"1440","ecm","DSPP","ITGAV"
"1441","ecm","DSPP","ITGB6"
"1442","ecm","TNN","ITGAV"
"1443","ecm","TNN","ITGB3"
"1444","ecm","TNN","ITGA2B"
"1445","ecm","TNN","ITGB3"
"1446","ecm","TNN","ITGA8"
"1447","ecm","TNN","ITGB1"
"1448","ecm","TNN","ITGA9"
"1449","ecm","TNN","ITGB1"
"1450","ecm","TNN","ITGAV"
"1451","ecm","TNN","ITGB6"
"1452","ecm","TNN","SDC1"
"1453","ecm","LAMC3","ITGA2"
"1454","ecm","LAMC3","ITGB1"
"1455","ecm","LAMC3","ITGA6"
"1456","ecm","LAMC3","ITGB1"
"1457","ecm","LAMC3","ITGA3"
"1458","ecm","LAMC3","ITGB1"
"1459","ecm","LAMC3","ITGA7"
"1460","ecm","LAMC3","ITGB1"
"1461","ecm","LAMC3","ITGA9"
"1462","ecm","LAMC3","ITGB1"
"1463","ecm","LAMC3","ITGAV"
"1464","ecm","LAMC3","ITGB8"
"1465","ecm","LAMC3","ITGA6"
"1466","ecm","LAMC3","ITGB4"
"1467","ecm","LAMC3","CD44"
"1468","ecm","LAMC3","DAG1"
"1469","ligand","CLCF1","CNTFR"
"1470","ligand","CLCF1","IL6ST"
"1471","ligand","CRLF1","CNTFR"
"1472","ligand","CRLF1","IL6ST"
"1473","ligand","LTA","LTBR"
"1474","ligand","LTB","LTBR"
"1475","ligand","IGHG1","FCGR3B"
"1476","ligand","IGLC1","FCGR3B"
"1477","ligand","IGHG1","FCGR2B"
"1478","ligand","IGLC1","FCGR2B"
"1479","ligand","INHA","ACVR2A"
"1480","ligand","INHBA","ACVR2A"
"1481","ligand","INHA","ACVR2B"
"1482","ligand","INHBB","ACVR2B"
"1483","ligand","INHBA","ACVR1B"
"1484","ligand","INHBA","ACVR2A"
"1485","ligand","INHBB","ACVR1B"
"1486","ligand","INHBB","ACVR2A"
"1487","ligand","INHBA","ACVR1"
"1488","ligand","INHBA","ACVR2A"
"1489","ligand","INHBB","ACVR1"
"1490","ligand","INHBB","ACVR2A"
"1491","ligand","INHBA","ACVR1C"
"1492","ligand","INHBA","ACVR2A"
"1493","ligand","INHBB","ACVR1C"
"1494","ligand","INHBB","ACVR2A"
"1495","ligand","INHBA","ACVR1B"
"1496","ligand","INHBA","ACVR2B"
"1497","ligand","INHBB","ACVR1B"
"1498","ligand","INHBB","ACVR2B"
"1499","ligand","INHBA","ACVR1"
"1500","ligand","INHBA","ACVR2B"
"1501","ligand","INHBB","ACVR1"
"1502","ligand","INHBB","ACVR2B"
"1503","ligand","INHBA","ACVR1C"
"1504","ligand","INHBA","ACVR2B"
"1505","ligand","INHBB","ACVR1C"
"1506","ligand","INHBB","ACVR2B"
"1507","ligand","CSF1","CSF1R"
"1508","ligand","IL34","CSF1R"
"1509","ligand","IL12A","IL12RB1"
"1510","ligand","IL12A","IL12RB2"
"1511","ligand","IL12B","IL12RB1"
"1512","ligand","IL12B","IL12RB2"
"1513","ligand","EBI3","IL12RB2"
"1514","ligand","EBI3","IL6ST"
"1515","ligand","IL12A","IL12RB2"
"1516","ligand","IL12A","IL6ST"
"1517","ligand","IL12A","IL12RB2"
"1518","ligand","IL12A","IL27RA"
"1519","ligand","IL27","IL12RB2"
"1520","ligand","IL27","IL27RA"
"1521","ligand","IL12B","IL12RB1"
"1522","ligand","IL12B","IL23R"
"1523","ligand","IL23A","IL12RB1"
"1524","ligand","IL23A","IL23R"
"1525","ligand","EBI3","IL27RA"
"1526","ligand","EBI3","IL6ST"
"1527","ligand","IL27","IL27RA"
"1528","ligand","IL27","IL6ST"
"1529","ligand","IL17A","IL17RA"
"1530","ligand","IL17A","IL17RC"
"1531","ligand","IL17F","IL17RA"
"1532","ligand","IL17F","IL17RC"
"1533","ligand","IFNL4","IL10RB"
"1534","ligand","IFNL4","IFNLR1"
"1535","ligand","CCL24","CCR2"
"1536","ligand","CCL24","CCR3"
"1537","ligand","CORT","ADRA2A"
"1538","ligand","CORT","SSTR1"
"1539","ligand","CORT","SSTR2"
"1540","ligand","CORT","SSTR4"
"1541","ligand","CORT","SSTR3"
"1542","ligand","CORT","SSTR5"
"1543","ligand","CORT","MTNR1A"
"1544","ligand","CORT","GRM7"
"1545","ligand","CORT","GHSR"
"1546","ligand","CORT","MRGPRX2"
"1547","ligand","AGRP","SDC3"
"1548","ligand","AGRP","MC4R"
"1549","ligand","AGRP","MC5R"
"1550","ligand","AGRP","MC3R"
"1551","ligand","LEFTY2","ACVR2A"
"1552","ligand","LEFTY2","ACVR1B"
"1553","ligand","LEFTY2","ACVR2B"
"1554","ligand","CCL21","ADRA2A"
"1555","ligand","CCL21","CCR7"
"1556","ligand","CCL21","CCR10"
"1557","ligand","CCL21","MTNR1A"
"1558","ligand","CCL21","CXCR3"
"1559","ligand","CCL21","GRM7"
"1560","ligand","CCL21","ACKR4"
"1561","ligand","CCN1","TLR4"
"1562","ligand","CCN1","TLR2"
"1563","ligand","CCN1","ITGB3"
"1564","ligand","CCN1","ITGB2"
"1565","ligand","CCN1","ITGAV"
"1566","ligand","CCN1","ITGA5"
"1567","ligand","CCN1","ITGAM"
"1568","ligand","CCN1","ITGB5"
"1569","ligand","CCL22","CCR4"
"1570","ligand","NTN3","CDON"
"1571","ligand","NTN3","NEO1"
"1572","ligand","WNT10B","FZD9"
"1573","ligand","WNT10B","LRP5"
"1574","ligand","WNT10B","FZD9"
"1575","ligand","WNT10B","LRP6"
"1576","ligand","WNT10B","FZD6"
"1577","ligand","WNT10B","LRP5"
"1578","ligand","WNT10B","FZD6"
"1579","ligand","WNT10B","LRP6"
"1580","ligand","WNT10B","FZD7"
"1581","ligand","WNT10B","LRP5"
"1582","ligand","WNT10B","FZD7"
"1583","ligand","WNT10B","LRP6"
"1584","ligand","WNT10B","FZD5"
"1585","ligand","WNT10B","LRP5"
"1586","ligand","WNT10B","FZD2"
"1587","ligand","WNT10B","LRP5"
"1588","ligand","WNT10B","FZD8"
"1589","ligand","WNT10B","LRP5"
"1590","ligand","WNT10B","FZD3"
"1591","ligand","WNT10B","LRP5"
"1592","ligand","WNT10B","FZD4"
"1593","ligand","WNT10B","LRP5"
"1594","ligand","WNT10B","FZD10"
"1595","ligand","WNT10B","LRP5"
"1596","ligand","WNT10B","FZD1"
"1597","ligand","WNT10B","LRP5"
"1598","ligand","WNT10B","FZD5"
"1599","ligand","WNT10B","LRP6"
"1600","ligand","WNT10B","FZD2"
"1601","ligand","WNT10B","LRP6"
"1602","ligand","WNT10B","FZD8"
"1603","ligand","WNT10B","LRP6"
"1604","ligand","WNT10B","FZD3"
"1605","ligand","WNT10B","LRP6"
"1606","ligand","WNT10B","FZD4"
"1607","ligand","WNT10B","LRP6"
"1608","ligand","WNT10B","FZD10"
"1609","ligand","WNT10B","LRP6"
"1610","ligand","WNT10B","FZD1"
"1611","ligand","WNT10B","LRP6"
"1612","ligand","WNT7A","FZD9"
"1613","ligand","WNT7A","LRP5"
"1614","ligand","WNT7A","FZD9"
"1615","ligand","WNT7A","LRP6"
"1616","ligand","WNT7A","FZD6"
"1617","ligand","WNT7A","LRP5"
"1618","ligand","WNT7A","FZD6"
"1619","ligand","WNT7A","LRP6"
"1620","ligand","WNT7A","FZD7"
"1621","ligand","WNT7A","LRP5"
"1622","ligand","WNT7A","FZD7"
"1623","ligand","WNT7A","LRP6"
"1624","ligand","WNT7A","FZD5"
"1625","ligand","WNT7A","LRP5"
"1626","ligand","WNT7A","FZD2"
"1627","ligand","WNT7A","LRP5"
"1628","ligand","WNT7A","FZD8"
"1629","ligand","WNT7A","LRP5"
"1630","ligand","WNT7A","FZD3"
"1631","ligand","WNT7A","LRP5"
"1632","ligand","WNT7A","FZD4"
"1633","ligand","WNT7A","LRP5"
"1634","ligand","WNT7A","FZD10"
"1635","ligand","WNT7A","LRP5"
"1636","ligand","WNT7A","FZD1"
"1637","ligand","WNT7A","LRP5"
"1638","ligand","WNT7A","FZD5"
"1639","ligand","WNT7A","LRP6"
"1640","ligand","WNT7A","FZD2"
"1641","ligand","WNT7A","LRP6"
"1642","ligand","WNT7A","FZD8"
"1643","ligand","WNT7A","LRP6"
"1644","ligand","WNT7A","FZD3"
"1645","ligand","WNT7A","LRP6"
"1646","ligand","WNT7A","FZD4"
"1647","ligand","WNT7A","LRP6"
"1648","ligand","WNT7A","FZD10"
"1649","ligand","WNT7A","LRP6"
"1650","ligand","WNT7A","FZD1"
"1651","ligand","WNT7A","LRP6"
"1652","ligand","WNT7A","RECK"
"1653","ligand","WNT7A","LDLR"
"1654","ligand","CXCL11","ADRA2A"
"1655","ligand","CXCL11","ACKR3"
"1656","ligand","CXCL11","MTNR1A"
"1657","ligand","CXCL11","CXCR3"
"1658","ligand","CXCL11","CCR3"
"1659","ligand","CXCL11","CCR5"
"1660","ligand","CXCL11","GRM7"
"1661","ligand","CXCL11","ACKR1"
"1662","ligand","MSTN","ACVR1B"
"1663","ligand","MSTN","ACVR2A"
"1664","ligand","MSTN","ACVR2A"
"1665","ligand","MSTN","TGFBR1"
"1666","ligand","MSTN","ACVR1B"
"1667","ligand","MSTN","ACVR2B"
"1668","ligand","MSTN","ACVR2B"
"1669","ligand","MSTN","TGFBR1"
"1670","ligand","WNT9A","FZD9"
"1671","ligand","WNT9A","LRP5"
"1672","ligand","WNT9A","FZD9"
"1673","ligand","WNT9A","LRP6"
"1674","ligand","WNT9A","FZD6"
"1675","ligand","WNT9A","LRP5"
"1676","ligand","WNT9A","FZD6"
"1677","ligand","WNT9A","LRP6"
"1678","ligand","WNT9A","FZD7"
"1679","ligand","WNT9A","LRP5"
"1680","ligand","WNT9A","FZD7"
"1681","ligand","WNT9A","LRP6"
"1682","ligand","WNT9A","FZD5"
"1683","ligand","WNT9A","LRP5"
"1684","ligand","WNT9A","FZD2"
"1685","ligand","WNT9A","LRP5"
"1686","ligand","WNT9A","FZD8"
"1687","ligand","WNT9A","LRP5"
"1688","ligand","WNT9A","FZD3"
"1689","ligand","WNT9A","LRP5"
"1690","ligand","WNT9A","FZD4"
"1691","ligand","WNT9A","LRP5"
"1692","ligand","WNT9A","FZD10"
"1693","ligand","WNT9A","LRP5"
"1694","ligand","WNT9A","FZD1"
"1695","ligand","WNT9A","LRP5"
"1696","ligand","WNT9A","FZD5"
"1697","ligand","WNT9A","LRP6"
"1698","ligand","WNT9A","FZD2"
"1699","ligand","WNT9A","LRP6"
"1700","ligand","WNT9A","FZD8"
"1701","ligand","WNT9A","LRP6"
"1702","ligand","WNT9A","FZD3"
"1703","ligand","WNT9A","LRP6"
"1704","ligand","WNT9A","FZD4"
"1705","ligand","WNT9A","LRP6"
"1706","ligand","WNT9A","FZD10"
"1707","ligand","WNT9A","LRP6"
"1708","ligand","WNT9A","FZD1"
"1709","ligand","WNT9A","LRP6"
"1710","ligand","WNT9B","FZD9"
"1711","ligand","WNT9B","LRP5"
"1712","ligand","WNT9B","FZD9"
"1713","ligand","WNT9B","LRP6"
"1714","ligand","WNT9B","FZD6"
"1715","ligand","WNT9B","LRP5"
"1716","ligand","WNT9B","FZD6"
"1717","ligand","WNT9B","LRP6"
"1718","ligand","WNT9B","FZD7"
"1719","ligand","WNT9B","LRP5"
"1720","ligand","WNT9B","FZD7"
"1721","ligand","WNT9B","LRP6"
"1722","ligand","WNT9B","FZD5"
"1723","ligand","WNT9B","LRP5"
"1724","ligand","WNT9B","FZD2"
"1725","ligand","WNT9B","LRP5"
"1726","ligand","WNT9B","FZD8"
"1727","ligand","WNT9B","LRP5"
"1728","ligand","WNT9B","FZD3"
"1729","ligand","WNT9B","LRP5"
"1730","ligand","WNT9B","FZD4"
"1731","ligand","WNT9B","LRP5"
"1732","ligand","WNT9B","FZD10"
"1733","ligand","WNT9B","LRP5"
"1734","ligand","WNT9B","FZD1"
"1735","ligand","WNT9B","LRP5"
"1736","ligand","WNT9B","FZD5"
"1737","ligand","WNT9B","LRP6"
"1738","ligand","WNT9B","FZD2"
"1739","ligand","WNT9B","LRP6"
"1740","ligand","WNT9B","FZD8"
"1741","ligand","WNT9B","LRP6"
"1742","ligand","WNT9B","FZD3"
"1743","ligand","WNT9B","LRP6"
"1744","ligand","WNT9B","FZD4"
"1745","ligand","WNT9B","LRP6"
"1746","ligand","WNT9B","FZD10"
"1747","ligand","WNT9B","LRP6"
"1748","ligand","WNT9B","FZD1"
"1749","ligand","WNT9B","LRP6"
"1750","ligand","SEMA3E","NRP1"
"1751","ligand","SEMA3E","PLXND1"
"1752","ligand","ANGPT2","ITGA5"
"1753","ligand","ANGPT2","ITGB1"
"1754","ligand","ANGPT2","TIE1"
"1755","ligand","ANGPT2","TEK"
"1756","ligand","NPFF","NPFFR1"
"1757","ligand","NPFF","NPFFR2"
"1758","ligand","VGF","NTRK1"
"1759","ligand","DEFB4B","TLR4"
"1760","ligand","DEFB4B","CCR6"
"1761","ligand","CCL25","ADRA2A"
"1762","ligand","CCL25","CCR10"
"1763","ligand","CCL25","MTNR1A"
"1764","ligand","CCL25","CCR9"
"1765","ligand","CCL25","GRM7"
"1766","ligand","CCL25","ACKR4"
"1767","ligand","CCL16","ADRA2A"
"1768","ligand","CCL16","CCR1"
"1769","ligand","CCL16","CCR2"
"1770","ligand","CCL16","MTNR1A"
"1771","ligand","CCL16","CCR5"
"1772","ligand","CCL16","CCR8"
"1773","ligand","CCL16","GRM7"
"1774","ligand","CCL16","ACKR1"
"1775","ligand","CCL16","HRH4"
"1776","ligand","FGF10","FGFR1"
"1777","ligand","FGF10","FGFR2"
"1778","ligand","FGF10","FGFRL1"
"1779","ligand","FGF16","FGFR1"
"1780","ligand","FGF16","FGFR2"
"1781","ligand","FGF16","FGFR4"
"1782","ligand","FGF16","FGFR3"
"1783","ligand","DHH","PTCH1"
"1784","ligand","DHH","SMO"
"1785","ligand","DHH","PTCH2"
"1786","ligand","DHH","SMO"
"1787","ligand","DHH","CDON"
"1788","ligand","DHH","BOC"
"1789","ligand","HCRT","HCRTR1"
"1790","ligand","HCRT","HCRTR2"
"1791","ligand","HCRT","NPFFR2"
"1792","ligand","ANGPTL7","LILRB3"
"1793","ligand","EDIL3","ITGB3"
"1794","ligand","EDIL3","ITGAV"
"1795","ligand","EDIL3","ITGB5"
"1796","ligand","CD5L","CD5"
"1797","ligand","VEGFD","FLT4"
"1798","ligand","VEGFD","KDR"
"1799","ligand","VEGFD","NRP2"
"1800","ligand","VEGFD","ITGB1"
"1801","ligand","VEGFD","ITGA5"
"1802","ligand","VEGFD","ITGA4"
"1803","ligand","VEGFD","ITGA2"
"1804","ligand","VEGFD","FLT1"
"1805","ligand","VEGFD","ITGA1"
"1806","ligand","VEGFD","ITGA9"
"1807","ligand","CXCL13","ADRA2A"
"1808","ligand","CXCL13","CXCR5"
"1809","ligand","CXCL13","CCR10"
"1810","ligand","CXCL13","MTNR1A"
"1811","ligand","CXCL13","CXCR3"
"1812","ligand","CXCL13","GRM7"
"1813","ligand","CXCL13","ACKR1"
"1814","ligand","CXCL13","ACKR4"
"1815","ligand","FGF17","FGFR1"
"1816","ligand","FGF17","FGFR2"
"1817","ligand","FGF17","FGFR4"
"1818","ligand","FGF17","FGFR3"
"1819","ligand","GDF9","ACVR1B"
"1820","ligand","GDF9","BMPR2"
"1821","ligand","GDF9","BMPR2"
"1822","ligand","GDF9","TGFBR1"
"1823","ligand","GDF9","BMPR1B"
"1824","ligand","GDF9","ACVR2A"
"1825","ligand","GDF9","BMPR1A"
"1826","ligand","PSPN","GFRA4"
"1827","ligand","PSPN","RET"
"1828","ligand","PSPN","GFRA2"
"1829","ligand","PSPN","SDC3"
"1830","ligand","PSPN","GFRA1"
"1831","ligand","GREM1","KDR"
"1832","ligand","SLIT1","SDC1"
"1833","ligand","SLIT1","GPC1"
"1834","ligand","SLIT1","ROBO2"
"1835","ligand","SLIT1","FLRT3"
"1836","ligand","SLIT1","ROBO1"
"1837","ligand","SLIT3","ROBO4"
"1838","ligand","SLIT3","ROBO2"
"1839","ligand","SLIT3","ROBO1"
"1840","ligand","PGLYRP1","TREM1"
"1841","ligand","LEFTY1","ACVR2A"
"1842","ligand","LEFTY1","ACVR1B"
"1843","ligand","LEFTY1","ACVR2B"
"1844","ligand","FGF18","FGFR1"
"1845","ligand","FGF18","FGFR2"
"1846","ligand","FGF18","FGFR4"
"1847","ligand","FGF18","FGFR3"
"1848","ligand","SLIT2","APP"
"1849","ligand","SLIT2","SDC1"
"1850","ligand","SLIT2","GPC1"
"1851","ligand","SLIT2","DCC"
"1852","ligand","SLIT2","ROBO4"
"1853","ligand","SLIT2","ROBO2"
"1854","ligand","SLIT2","ROBO1"
"1855","ligand","LRIG2","EGFR"
"1856","ligand","DKK1","LRP4"
"1857","ligand","DKK1","LRP5"
"1858","ligand","DKK1","LRP6"
"1859","ligand","DKK1","KREMEN2"
