"","category_intercell_source","source_genesymbol","target_genesymbol"
"547","cell_surface_ligand","DSC2","DSG4"
"548","cell_surface_ligand","DSC1","DSG3"
"549","cell_surface_ligand","DSC1","DSG4"
"550","cell_surface_ligand","CD47","SIRPA"
"551","cell_surface_ligand","CD47","SIRPG"
"552","cell_surface_ligand","BST2","LILRA4"
"553","cell_surface_ligand","CNTN1","PTPRZ1"
"554","cell_surface_ligand","CNTN1","NOTCH1"
"555","cell_surface_ligand","CNTN1","NOTCH2"
"556","cell_surface_ligand","CNTN1","NRCAM"
"557","cell_surface_ligand","ADAM9","ITGB1"
"558","cell_surface_ligand","ADAM9","ITGAV"
"559","cell_surface_ligand","ADAM9","ITGB5"
"560","cell_surface_ligand","ADAM9","ITGA6"
"561","cell_surface_ligand","ADAM9","ITGA3"
"562","cell_surface_ligand","ADAM15","ITGB3"
"563","cell_surface_ligand","ADAM15","ITGB1"
"564","cell_surface_ligand","ADAM15","ITGAV"
"565","cell_surface_ligand","ADAM15","ITGA5"
"566","cell_surface_ligand","ADAM15","ITGA9"
"567","cell_surface_ligand","MADCAM1","ITGA4"
"568","cell_surface_ligand","MADCAM1","ITGB7"
"569","cell_surface_ligand","MADCAM1","CD44"
"570","cell_surface_ligand","SEMA5A","MET"
"571","cell_surface_ligand","SEMA5A","PLXNA3"
"572","cell_surface_ligand","SEMA5A","PLXNA1"
"573","cell_surface_ligand","SEMA5A","PLXNB3"
"574","cell_surface_ligand","ALCAM","CHL1"
"575","cell_surface_ligand","ALCAM","NRP1"
"576","cell_surface_ligand","ALCAM","CD6"
"577","cell_surface_ligand","DSG2","DSC1"
"578","cell_surface_ligand","DSG2","DSC3"
"579","cell_surface_ligand","SELPLG","SIGLEC5"
"580","cell_surface_ligand","SELPLG","ITGB2"
"581","cell_surface_ligand","SELPLG","ITGAM"
"582","cell_surface_ligand","SELPLG","SELL"
"583","cell_surface_ligand","SELPLG","SELP"
"584","cell_surface_ligand","DSC3","DSG3"
"585","cell_surface_ligand","DSC3","DSG4"
"586","cell_surface_ligand","ICAM4","ITGB3"
"587","cell_surface_ligand","ICAM4","ITGB2"
"588","cell_surface_ligand","ICAM4","ITGB1"
"589","cell_surface_ligand","ICAM4","ITGAV"
"590","cell_surface_ligand","ICAM4","ITGA2B"
"591","cell_surface_ligand","ICAM4","ITGAM"
"592","cell_surface_ligand","ICAM4","ITGA4"
"593","cell_surface_ligand","ICAM4","ITGAL"
"594","cell_surface_ligand","NECTIN1","CD96"
"595","cell_surface_ligand","NECTIN1","NECTIN4"
"596","cell_surface_ligand","EFNB3","EPHB6"
"597","cell_surface_ligand","EFNB3","EPHB2"
"598","cell_surface_ligand","EFNB3","EPHB3"
"599","cell_surface_ligand","EFNB3","EPHB4"
"600","cell_surface_ligand","EFNB3","EPHB1"
"601","cell_surface_ligand","EFNB3","EPHA4"
"602","cell_surface_ligand","NTRK3","PTPRF"
"603","cell_surface_ligand","NTRK3","PTPRD"
"604","cell_surface_ligand","NTRK3","PTPRS"
"605","cell_surface_ligand","MICB","HCST"
"606","cell_surface_ligand","MICB","KLRK1"
"607","cell_surface_ligand","MICA","HCST"
"608","cell_surface_ligand","MICA","KLRK1"
"609","cell_surface_ligand","HLA-DRB5","CD4"
"610","cell_surface_ligand","HLA-DRB5","LAG3"
"611","cell_surface_ligand","TIGIT","PVR"
"612","cell_surface_ligand","TIGIT","NECTIN2"
"613","cell_surface_ligand","IGSF11","VSIR"
"614","cell_surface_ligand","COL13A1","ITGA10"
"615","cell_surface_ligand","COL13A1","ITGB1"
"616","cell_surface_ligand","COL13A1","ITGA2"
"617","cell_surface_ligand","COL13A1","ITGB1"
"618","cell_surface_ligand","COL13A1","ITGA1"
"619","cell_surface_ligand","COL13A1","ITGB1"
"620","cell_surface_ligand","COL13A1","ITGA11"
"621","cell_surface_ligand","COL13A1","ITGB1"
"622","cell_surface_ligand","RAET1L","HCST"
"623","cell_surface_ligand","RAET1L","KLRK1"
"624","cell_surface_ligand","NCR3LG1","NCR3"
"625","cell_surface_ligand","RAET1G","HCST"
"626","cell_surface_ligand","RAET1G","KLRK1"
"627","cell_surface_ligand","CSPG4","ITGA3"
"628","cell_surface_ligand","CSPG4","ITGB1"
"629","cell_surface_ligand","EPGN","EGFR"
"630","cell_surface_ligand","DLK2","NOTCH1"
"631","cell_surface_ligand","BTLA","CD79A"
"632","cell_surface_ligand","BTLA","CD247"
"633","cell_surface_ligand","BTLA","TNFRSF14"
"634","cell_surface_ligand","PDPN","CLEC1B"
"635","cell_surface_ligand","JAML","CXADR"
"636","cell_surface_ligand","CNTN4","PTPRG"
"637","cell_surface_ligand","NLGN4X","NRXN1"
"638","cell_surface_ligand","CADM3","NECTIN1"
"639","cell_surface_ligand","NLGN1","NRXN1"
"640","cell_surface_ligand","NLGN1","NRXN3"
"641","cell_surface_ligand","NLGN1","NRXN2"
"642","cell_surface_ligand","CD177","PECAM1"
"643","cell_surface_ligand","SEMA6D","PLXNA1"
"644","cell_surface_ligand","SEMA6D","TREM2"
"645","cell_surface_ligand","SEMA6D","TYROBP"
"646","cell_surface_ligand","SEMA6D","KDR"
"647","cell_surface_ligand","SEMA6D","PLXNA1"
"648","cell_surface_ligand","NLGN2","NRXN1"
"649","cell_surface_ligand","NLGN2","NRXN3"
"650","cell_surface_ligand","NLGN2","NRXN2"
"651","cell_surface_ligand","LILRB4","LAIR1"
"652","cell_surface_ligand","RAET1E","HCST"
"653","cell_surface_ligand","RAET1E","KLRK1"
"654","cell_surface_ligand","CD200R1","CD200"
"655","cell_surface_ligand","SECTM1","CD7"
"656","cell_surface_ligand","NRG4","ERBB2"
"657","cell_surface_ligand","NRG4","ERBB4"
"658","cell_surface_ligand","NRG4","EGFR"
"659","cell_surface_ligand","NECTIN2","CD96"
"660","cell_surface_ligand","NECTIN2","CD226"
"661","cell_surface_ligand","NECTIN2","TIGIT"
"662","cell_surface_ligand","EDA","EDA2R"
"663","cell_surface_ligand","EDA","EDAR"
"664","cell_surface_ligand","SEMA4D","PLXNB2"
"665","cell_surface_ligand","SEMA4D","PLXNB1"
"666","cell_surface_ligand","SEMA4D","ERBB2"
"667","cell_surface_ligand","SEMA4D","MET"
"668","cell_surface_ligand","SEMA4D","PLXNB3"
"669","cell_surface_ligand","HAVCR1","CD300LB"
"670","cell_surface_ligand","TIMD4","HAVCR1"
"671","cell_surface_ligand","NECTIN4","TIGIT"
"672","cell_surface_ligand","SLITRK1","PTPRD"
"673","cell_surface_ligand","SLITRK1","PTPRS"
"674","cell_surface_ligand","ADAM2","ITGB1"
"675","cell_surface_ligand","ADAM2","ITGA6"
"676","cell_surface_ligand","ADAM2","ITGB7"
"677","cell_surface_ligand","ADAM2","ITGA9"
"678","cell_surface_ligand","PDCD1LG2","PDCD1"
"679","cell_surface_ligand","JAM3","ITGAM"
"680","cell_surface_ligand","JAM3","ITGB2"
"681","cell_surface_ligand","JAM3","ITGB1"
"682","cell_surface_ligand","ULBP3","HCST"
"683","cell_surface_ligand","ULBP3","KLRK1"
"684","cell_surface_ligand","ULBP2","HCST"
"685","cell_surface_ligand","ULBP2","KLRK1"
"686","cell_surface_ligand","ULBP1","HCST"
"687","cell_surface_ligand","ULBP1","KLRK1"
"688","cell_surface_ligand","SEMA4C","PLXNB2"
"689","cell_surface_ligand","SLITRK2","PTPRD"
"690","cell_surface_ligand","SLITRK2","PTPRS"
"691","cell_surface_ligand","SEMA6A","PLXNA2"
"692","cell_surface_ligand","SEMA6A","PLXNA4"
"693","cell_surface_ligand","ADAM7","ITGA4"
"694","cell_surface_ligand","ADAM7","ITGB7"
"695","cell_surface_ligand","SEMA4A","NRP1"
"696","cell_surface_ligand","SEMA4A","PLXNA2"
"697","cell_surface_ligand","SEMA4A","NRP1"
"698","cell_surface_ligand","SEMA4A","PLXNA3"
"699","cell_surface_ligand","SEMA4A","NRP1"
"700","cell_surface_ligand","SEMA4A","PLXNA4"
"701","cell_surface_ligand","SEMA4A","NRP1"
"702","cell_surface_ligand","SEMA4A","PLXNA1"
"703","cell_surface_ligand","SEMA4A","PLXNB2"
"704","cell_surface_ligand","SEMA4A","PLXNB1"
"705","cell_surface_ligand","SEMA4A","LILRB2"
"706","cell_surface_ligand","SEMA4A","PLXNB3"
"707","cell_surface_ligand","SEMA4A","PLXND1"
"708","cell_surface_ligand","SEMA6B","PLXNA2"
"709","cell_surface_ligand","SEMA6B","PLXNA4"
"710","cell_surface_ligand","SLITRK6","PTPRS"
"711","cell_surface_ligand","NRXN3","NLGN1"
"712","cell_surface_ligand","NRXN3","NLGN2"
"713","cell_surface_ligand","NRXN3","NLGN3"
"714","cell_surface_ligand","CD209","CEACAM1"
"715","cell_surface_ligand","SEMA4B","DCBLD2"
"716","cell_surface_ligand","NECTIN3","PVR"
"717","cell_surface_ligand","NECTIN3","NECTIN1"
"718","cell_surface_ligand","NECTIN3","TIGIT"
"719","cell_surface_ligand","NECTIN3","NECTIN2"
"720","cell_surface_ligand","DLL4","NOTCH1"
"721","cell_surface_ligand","DLL4","NOTCH2"
"722","cell_surface_ligand","DLL4","NOTCH4"
"723","cell_surface_ligand","DLL4","NOTCH3"
"724","cell_surface_ligand","PDGFC","PDGFRB"
"725","cell_surface_ligand","PDGFC","PDGFRA"
"726","cell_surface_ligand","PDGFC","FLT1"
"727","cell_surface_ligand","PDGFC","FLT4"
"728","cell_surface_ligand","PDGFC","KDR"
"729","cell_surface_ligand","LRRC4B","PTPRF"
"730","cell_surface_ligand","LRRC4B","PTPRD"
"731","cell_surface_ligand","LRRC4B","PTPRS"
"732","cell_surface_ligand","SEMA4G","PLXNB2"
"733","cell_surface_ligand","DLL3","NOTCH1"
"734","cell_surface_ligand","DLL3","NOTCH2"
"735","cell_surface_ligand","DLL3","NOTCH4"
"736","cell_surface_ligand","DLL3","NOTCH3"
"737","cell_surface_ligand","PODXL2","SELL"
"738","cell_surface_ligand","NLGN3","NRXN1"
"739","cell_surface_ligand","NLGN3","NRXN3"
"740","cell_surface_ligand","NLGN3","NRXN2"
"741","cell_surface_ligand","IL1RAPL1","PTPRF"
"742","cell_surface_ligand","IL1RAPL1","PTPRD"
"743","cell_surface_ligand","IL1RAPL1","PTPRS"
"744","cell_surface_ligand","CD274","CD80"
"745","cell_surface_ligand","CD274","PDCD1"
"746","cell_surface_ligand","CLEC1B","KLRB1"
"747","cell_surface_ligand","CLEC1B","PDPN"
"748","cell_surface_ligand","SIRPG","CD47"
"749","cell_surface_ligand","SEMA5B","PLXNA3"
"750","cell_surface_ligand","SEMA5B","PLXNA1"
"751","cell_surface_ligand","CKLF","LRP6"
"752","cell_surface_ligand","CKLF","CCR4"
"753","cell_surface_ligand","KL","FGFR1"
"754","cell_surface_ligand","CLEC2D","KLRB1"
"755","cell_surface_ligand","ADAM29","ITGA4"
"756","cell_surface_ligand","ADAM28","ITGA4"
"757","cell_surface_ligand","HHLA2","TMIGD2"
"758","cell_surface_ligand","ICAM5","ITGB2"
"759","cell_surface_ligand","ICAM5","ITGAL"
"760","cell_surface_ligand","TNFSF18","TNFRSF18"
"761","cell_surface_ligand","JAG2","NOTCH1"
"762","cell_surface_ligand","JAG2","NOTCH2"
"763","cell_surface_ligand","JAG2","NOTCH4"
"764","cell_surface_ligand","JAG2","NOTCH3"
"765","cell_surface_ligand","TNFSF13B","TNFRSF13B"
"766","cell_surface_ligand","TNFSF13B","TFRC"
"767","cell_surface_ligand","TNFSF13B","HLA-DPB1"
"768","cell_surface_ligand","TNFSF13B","CD40"
"769","cell_surface_ligand","TNFSF13B","TNFRSF17"
"770","cell_surface_ligand","TNFSF13B","TNFRSF13C"
"771","cell_surface_ligand","F11R","ITGAL"
"772","cell_surface_ligand","F11R","ITGB2"
"773","ecm","COL6A6","ITGA10"
"774","ecm","COL6A6","ITGB1"
"775","ecm","COL6A6","ITGA2"
"776","ecm","COL6A6","ITGB1"
"777","ecm","COL6A6","ITGA3"
"778","ecm","COL6A6","ITGB1"
"779","ecm","COL6A6","ITGA1"
"780","ecm","COL6A6","ITGB1"
"781","ecm","COL6A6","ITGA9"
"782","ecm","COL6A6","ITGB1"
"783","ecm","COL6A6","ITGA11"
"784","ecm","COL6A6","ITGB1"
"785","ecm","COL6A6","ITGAV"
"786","ecm","COL6A6","ITGB8"
"787","ecm","COL6A6","CD44"
"788","ecm","COL6A6","SDC1"
"789","ecm","COL6A6","GP6"
"790","ecm","COL6A5","ITGA10"
"791","ecm","COL6A5","ITGB1"
"792","ecm","COL6A5","ITGA2"
"793","ecm","COL6A5","ITGB1"
"794","ecm","COL6A5","ITGA3"
"795","ecm","COL6A5","ITGB1"
"796","ecm","COL6A5","ITGA1"
"797","ecm","COL6A5","ITGB1"
"798","ecm","COL6A5","ITGA9"
"799","ecm","COL6A5","ITGB1"
"800","ecm","COL6A5","ITGA11"
"801","ecm","COL6A5","ITGB1"
"802","ecm","COL6A5","ITGAV"
"803","ecm","COL6A5","ITGB8"
"804","ecm","COL6A5","CD44"
"805","ecm","COL6A5","SDC1"
"806","ecm","COL6A5","GP6"
"807","ecm","FRAS1","ITGA8"
"808","ecm","FRAS1","ITGB1"
"809","ecm","FREM1","ITGA8"
"810","ecm","FREM1","ITGB1"
"811","ecm","NPNT","ITGA8"
"812","ecm","NPNT","ITGB1"
"813","ecm","FRAS1","ITGA8"
"814","ecm","FRAS1","ITGB1"
"815","ecm","FREM2","ITGA8"
"816","ecm","FREM2","ITGB1"
"817","ecm","NPNT","ITGA8"
"818","ecm","NPNT","ITGB1"
"819","ecm","AGRN","MUSK"
"820","ecm","AGRN","LRP4"
"821","ecm","AGRN","ITGB1"
"822","ecm","AGRN","LRP2"
"823","ecm","AGRN","LRP1"
"824","ecm","AGRN","DAG1"
"825","ecm","LAMA5","ITGA2"
"826","ecm","LAMA5","ITGB1"
"827","ecm","LAMA5","ITGA6"
"828","ecm","LAMA5","ITGB1"
"829","ecm","LAMA5","ITGA3"
"830","ecm","LAMA5","ITGB1"
"831","ecm","LAMA5","ITGA7"
"832","ecm","LAMA5","ITGB1"
"833","ecm","LAMA5","ITGA9"
"834","ecm","LAMA5","ITGB1"
"835","ecm","LAMA5","ITGAV"
"836","ecm","LAMA5","ITGB8"
"837","ecm","LAMA5","ITGA6"
"838","ecm","LAMA5","ITGB4"
"839","ecm","LAMA5","CD44"
"840","ecm","LAMA5","SDC1"
"841","ecm","LAMA5","BCAM"
"842","ecm","LAMA5","DAG1"
"843","ecm","CHAD","ITGA2"
"844","ecm","CHAD","ITGB1"
"845","ecm","COL1A1","ITGA10"
"846","ecm","COL1A1","ITGB1"
"847","ecm","COL1A1","ITGA2"
"848","ecm","COL1A1","ITGB1"
"849","ecm","COL1A1","ITGA3"
"850","ecm","COL1A1","ITGB1"
"851","ecm","COL1A1","ITGA1"
"852","ecm","COL1A1","ITGB1"
"853","ecm","COL1A1","ITGA9"
"854","ecm","COL1A1","ITGB1"
"855","ecm","COL1A1","ITGA11"
"856","ecm","COL1A1","ITGB1"
"857","ecm","COL1A1","ITGAV"
"858","ecm","COL1A1","ITGB8"
"859","ecm","COL1A1","ITGA5"
"860","ecm","COL1A1","CD44"
"861","ecm","COL1A1","CD36"
"862","ecm","COL1A1","SDC1"
"863","ecm","COL1A1","FLT4"
"864","ecm","COL1A1","DDR1"
"865","ecm","COL1A1","DDR2"
"866","ecm","COL1A1","GP6"
"867","ecm","COL1A1","CD93"
"868","ecm","COL2A1","ITGA10"
"869","ecm","COL2A1","ITGB1"
"870","ecm","COL2A1","ITGA2"
"871","ecm","COL2A1","ITGB1"
"872","ecm","COL2A1","ITGA3"
"873","ecm","COL2A1","ITGB1"
"874","ecm","COL2A1","ITGA1"
"875","ecm","COL2A1","ITGB1"
"876","ecm","COL2A1","ITGA9"
"877","ecm","COL2A1","ITGB1"
"878","ecm","COL2A1","ITGA11"
"879","ecm","COL2A1","ITGB1"
"880","ecm","COL2A1","ITGAV"
"881","ecm","COL2A1","ITGB8"
"882","ecm","COL2A1","TNFRSF10A"
"883","ecm","COL2A1","ITGA2B"
"884","ecm","COL2A1","CD44"
"885","ecm","COL2A1","SDC1"
"886","ecm","COL2A1","DDR1"
"887","ecm","COL2A1","GP6"
"888","ecm","COL4A1","ITGA10"
"889","ecm","COL4A1","ITGB1"
"890","ecm","COL4A1","ITGA2"
"891","ecm","COL4A1","ITGB1"
"892","ecm","COL4A1","ITGA3"
"893","ecm","COL4A1","ITGB1"
"894","ecm","COL4A1","ITGA1"
"895","ecm","COL4A1","ITGB1"
"896","ecm","COL4A1","ITGA9"
"897","ecm","COL4A1","ITGB1"
"898","ecm","COL4A1","ITGA11"
"899","ecm","COL4A1","ITGB1"
"900","ecm","COL4A1","ITGAV"
"901","ecm","COL4A1","ITGB8"
"902","ecm","COL4A1","CD44"
"903","ecm","COL4A1","SDC1"
"904","ecm","COL4A1","CD47"
"905","ecm","COL4A1","GP6"
"906","ecm","COL4A1","CD93"
"907","ecm","FN1","ITGAV"
"908","ecm","FN1","ITGB3"
"909","ecm","FN1","ITGA2B"
"910","ecm","FN1","ITGB3"
"911","ecm","FN1","ITGAV"
"912","ecm","FN1","ITGB1"
"913","ecm","FN1","ITGA5"
"914","ecm","FN1","ITGB1"
"915","ecm","FN1","ITGA4"
"916","ecm","FN1","ITGB1"
"917","ecm","FN1","ITGA3"
"918","ecm","FN1","ITGB1"
"919","ecm","FN1","ITGA8"
"920","ecm","FN1","ITGB1"
"921","ecm","FN1","ITGAV"
"922","ecm","FN1","ITGB6"
"923","ecm","FN1","ITGAV"
"924","ecm","FN1","ITGB8"
"925","ecm","FN1","ITGA4"
"926","ecm","FN1","ITGB7"
"927","ecm","FN1","TNFRSF11B"
"928","ecm","FN1","CD79A"
"929","ecm","FN1","CD44"
"930","ecm","FN1","TSHR"
"931","ecm","FN1","ITGA2"
"932","ecm","FN1","SDC1"
"933","ecm","FN1","C5AR1"
"934","ecm","FN1","ITGA6"
"935","ecm","FN1","SDC2"
"936","ecm","FN1","FLT4"
"937","ecm","FN1","PLAUR"
"938","ecm","FN1","ITGA9"
"939","ecm","FN1","IL17RC"
"940","ecm","FN1","ROBO4"
"941","ecm","VTN","ITGAV"
"942","ecm","VTN","ITGB3"
"943","ecm","VTN","ITGA2B"
"944","ecm","VTN","ITGB3"
"945","ecm","VTN","ITGAV"
"946","ecm","VTN","ITGB1"
"947","ecm","VTN","ITGA8"
"948","ecm","VTN","ITGB1"
"949","ecm","VTN","ITGAV"
"950","ecm","VTN","ITGB5"
"951","ecm","VTN","ITGAV"
"952","ecm","VTN","ITGB8"
"953","ecm","VTN","TNFRSF11B"
"954","ecm","VTN","ITGA5"
"955","ecm","VTN","PVR"
"956","ecm","VTN","ITGB6"
"957","ecm","VTN","ITGA3"
"958","ecm","VTN","KDR"
"959","ecm","VTN","PLAUR"
"960","ecm","VTN","CD47"
"961","ecm","VWF","ITGAV"
"962","ecm","VWF","ITGB3"
"963","ecm","VWF","ITGA2B"
"964","ecm","VWF","ITGB3"
"965","ecm","VWF","GP1BA"
"966","ecm","VWF","GP1BB"
"967","ecm","VWF","TNFRSF11B"
"968","ecm","VWF","SELP"
"969","ecm","VWF","SIRPA"
"970","ecm","VWF","LRP1"
"971","ecm","VWF","SCARA5"
"972","ecm","VWF","STAB2"
"973","ecm","LAMB1","ITGA2"
"974","ecm","LAMB1","ITGB1"
"975","ecm","LAMB1","ITGA6"
"976","ecm","LAMB1","ITGB1"
"977","ecm","LAMB1","ITGA3"
"978","ecm","LAMB1","ITGB1"
"979","ecm","LAMB1","ITGA7"
"980","ecm","LAMB1","ITGB1"
"981","ecm","LAMB1","ITGA9"
"982","ecm","LAMB1","ITGB1"
"983","ecm","LAMB1","ITGAV"
"984","ecm","LAMB1","ITGB8"
"985","ecm","LAMB1","ITGA6"
"986","ecm","LAMB1","ITGB4"
"987","ecm","LAMB1","CD44"
"988","ecm","LAMB1","ITGA1"
"989","ecm","LAMB1","DAG1"
"990","ecm","COL1A2","ITGA10"
"991","ecm","COL1A2","ITGB1"
"992","ecm","COL1A2","ITGA2"
"993","ecm","COL1A2","ITGB1"
"994","ecm","COL1A2","ITGA3"
"995","ecm","COL1A2","ITGB1"
"996","ecm","COL1A2","ITGA1"
"997","ecm","COL1A2","ITGB1"
"998","ecm","COL1A2","ITGA9"
"999","ecm","COL1A2","ITGB1"
"1000","ecm","COL1A2","ITGA11"
"1001","ecm","COL1A2","ITGB1"
"1002","ecm","COL1A2","ITGAV"
"1003","ecm","COL1A2","ITGB8"
"1004","ecm","COL1A2","ITGB3"
"1005","ecm","COL1A2","ITGA2B"
"1006","ecm","COL1A2","CD44"
"1007","ecm","COL1A2","CD36"
"1008","ecm","COL1A2","SDC1"
"1009","ecm","COL1A2","FLT4"
"1010","ecm","COL1A2","GP6"
"1011","ecm","COL1A2","CD93"
"1012","ecm","COL4A2","ITGA10"
"1013","ecm","COL4A2","ITGB1"
"1014","ecm","COL4A2","ITGA2"
"1015","ecm","COL4A2","ITGB1"
"1016","ecm","COL4A2","ITGA3"
"1017","ecm","COL4A2","ITGB1"
"1018","ecm","COL4A2","ITGA1"
"1019","ecm","COL4A2","ITGB1"
"1020","ecm","COL4A2","ITGA9"
"1021","ecm","COL4A2","ITGB1"
"1022","ecm","COL4A2","ITGA11"
"1023","ecm","COL4A2","ITGB1"
"1024","ecm","COL4A2","ITGAV"
"1025","ecm","COL4A2","ITGB8"
"1026","ecm","COL4A2","ITGB3"
"1027","ecm","COL4A2","CD44"
"1028","ecm","COL4A2","ITGB5"
"1029","ecm","COL4A2","SDC1"
"1030","ecm","COL4A2","GP6"
"1031","ecm","COL4A2","CD93"
"1032","ecm","LAMC1","ITGA2"
"1033","ecm","LAMC1","ITGB1"
"1034","ecm","LAMC1","ITGA6"
"1035","ecm","LAMC1","ITGB1"
"1036","ecm","LAMC1","ITGA3"
"1037","ecm","LAMC1","ITGB1"
"1038","ecm","LAMC1","ITGA7"
"1039","ecm","LAMC1","ITGB1"
"1040","ecm","LAMC1","ITGA9"
"1041","ecm","LAMC1","ITGB1"
"1042","ecm","LAMC1","ITGAV"
"1043","ecm","LAMC1","ITGB8"
"1044","ecm","LAMC1","ITGA6"
"1045","ecm","LAMC1","ITGB4"
"1046","ecm","LAMC1","CD44"
"1047","ecm","LAMC1","ITGA1"
"1048","ecm","LAMC1","DAG1"
"1049","ecm","COL6A1","ITGA10"
"1050","ecm","COL6A1","ITGB1"
"1051","ecm","COL6A1","ITGA2"
"1052","ecm","COL6A1","ITGB1"
"1053","ecm","COL6A1","ITGA3"
"1054","ecm","COL6A1","ITGB1"
"1055","ecm","COL6A1","ITGA1"
"1056","ecm","COL6A1","ITGB1"
"1057","ecm","COL6A1","ITGA9"
"1058","ecm","COL6A1","ITGB1"
"1059","ecm","COL6A1","ITGA11"
"1060","ecm","COL6A1","ITGB1"
"1061","ecm","COL6A1","ITGAV"
"1062","ecm","COL6A1","ITGB8"
"1063","ecm","COL6A1","CD44"
"1064","ecm","COL6A1","SDC1"
"1065","ecm","COL6A1","ITGA6"
"1066","ecm","COL6A1","GP6"
"1067","ecm","COL6A2","ITGA10"
"1068","ecm","COL6A2","ITGB1"
"1069","ecm","COL6A2","ITGA2"
"1070","ecm","COL6A2","ITGB1"
"1071","ecm","COL6A2","ITGA3"
"1072","ecm","COL6A2","ITGB1"
"1073","ecm","COL6A2","ITGA1"
"1074","ecm","COL6A2","ITGB1"
"1075","ecm","COL6A2","ITGA9"
"1076","ecm","COL6A2","ITGB1"
"1077","ecm","COL6A2","ITGA11"
"1078","ecm","COL6A2","ITGB1"
"1079","ecm","COL6A2","ITGAV"
"1080","ecm","COL6A2","ITGB8"
"1081","ecm","COL6A2","CD44"
"1082","ecm","COL6A2","SDC1"
"1083","ecm","COL6A2","GP6"
"1084","ecm","COL6A3","ITGA10"
"1085","ecm","COL6A3","ITGB1"
"1086","ecm","COL6A3","ITGA2"
"1087","ecm","COL6A3","ITGB1"
"1088","ecm","COL6A3","ITGA3"
"1089","ecm","COL6A3","ITGB1"
"1090","ecm","COL6A3","ITGA1"
"1091","ecm","COL6A3","ITGB1"
"1092","ecm","COL6A3","ITGA9"
"1093","ecm","COL6A3","ITGB1"
"1094","ecm","COL6A3","ITGA11"
"1095","ecm","COL6A3","ITGB1"
"1096","ecm","COL6A3","ITGAV"
"1097","ecm","COL6A3","ITGB8"
"1098","ecm","COL6A3","CD44"
"1099","ecm","COL6A3","SDC1"
"1100","ecm","COL6A3","GP6"
"1101","ecm","COL9A1","ITGA10"
"1102","ecm","COL9A1","ITGB1"
"1103","ecm","COL9A1","ITGA2"
"1104","ecm","COL9A1","ITGB1"
"1105","ecm","COL9A1","ITGA3"
"1106","ecm","COL9A1","ITGB1"
"1107","ecm","COL9A1","ITGA1"
"1108","ecm","COL9A1","ITGB1"
"1109","ecm","COL9A1","ITGA9"
"1110","ecm","COL9A1","ITGB1"
"1111","ecm","COL9A1","ITGA11"
"1112","ecm","COL9A1","ITGB1"
"1113","ecm","COL9A1","ITGAV"
"1114","ecm","COL9A1","ITGB8"
"1115","ecm","COL9A1","CD44"
"1116","ecm","COL9A1","SDC1"
"1117","ecm","COL9A1","GP6"
"1118","ecm","IBSP","ITGAV"
"1119","ecm","IBSP","ITGB3"
"1120","ecm","IBSP","ITGAV"
"1121","ecm","IBSP","ITGB5"
"1122","ecm","TNXB","ITGAV"
"1123","ecm","TNXB","ITGB3"
"1124","ecm","TNXB","ITGA2B"
"1125","ecm","TNXB","ITGB3"
"1126","ecm","TNXB","ITGA8"
"1127","ecm","TNXB","ITGB1"
"1128","ecm","TNXB","ITGA9"
"1129","ecm","TNXB","ITGB1"
"1130","ecm","TNXB","ITGAV"
"1131","ecm","TNXB","ITGB6"
"1132","ecm","TNXB","SDC1"
"1133","ecm","LAMA2","ITGA2"
"1134","ecm","LAMA2","ITGB1"
"1135","ecm","LAMA2","ITGA6"
"1136","ecm","LAMA2","ITGB1"
"1137","ecm","LAMA2","ITGA3"
"1138","ecm","LAMA2","ITGB1"
"1139","ecm","LAMA2","ITGA7"
"1140","ecm","LAMA2","ITGB1"
"1141","ecm","LAMA2","ITGA9"
"1142","ecm","LAMA2","ITGB1"
"1143","ecm","LAMA2","ITGAV"
"1144","ecm","LAMA2","ITGB8"
"1145","ecm","LAMA2","ITGA6"
"1146","ecm","LAMA2","ITGB4"
"1147","ecm","LAMA2","RPSA"
"1148","ecm","LAMA2","CD44"
"1149","ecm","LAMA2","ITGA1"
"1150","ecm","LAMA2","DAG1"
"1151","ecm","TNC","ITGAV"
"1152","ecm","TNC","ITGB3"
"1153","ecm","TNC","ITGA2B"
"1154","ecm","TNC","ITGB3"
"1155","ecm","TNC","ITGA8"
"1156","ecm","TNC","ITGB1"
